Company,ESG Risk Rating,Score
"Senao Networks, Inc.",Low ESG Risk,17.9
Sendas Distribuidora SA,Medium ESG Risk,24.8
Seneca Foods Corp.,High ESG Risk,39.6
Senior Plc,Medium ESG Risk,27.2
"SENKO Group Holdings Co., Ltd.",Low ESG Risk,20.0
Sensata Technologies Holding Plc,Low ESG Risk,11.2
"SenseTime Group, Inc.",Medium ESG Risk,25.2
"Senshu Electric Co., Ltd.",Medium ESG Risk,26.6
"Senshu Ikeda Holdings, Inc.",Medium ESG Risk,26.8
Sensient Technologies Corp.,Medium ESG Risk,28.3
Sensirion Holding AG,High ESG Risk,34.2
Sensortek Technology Corp.,Medium ESG Risk,25.2
Sensys Gatso Group AB,Low ESG Risk,15.6
"SentinelOne, Inc.",Medium ESG Risk,23.3
Senzime AB,Low ESG Risk,18.2
"Seobu T&D Co., Ltd.",Medium ESG Risk,20.6
"SEOJIN SYSTEM Co., Ltd.",Medium ESG Risk,25.6
"SEOUL CITY GAS Co., Ltd.",Severe ESG Risk,44.8
"Seoul Semiconductor Co., Ltd.",High ESG Risk,38.7
Seplat Energy Plc,High ESG Risk,37.8
"Septeni Holdings Co., Ltd.",Low ESG Risk,16.9
Serco Group Plc,Medium ESG Risk,20.1
Sercomm Corp.,Low ESG Risk,18.7
"Seres Therapeutics, Inc.",Medium ESG Risk,26.2
Seria Co. Ltd.,Medium ESG Risk,21.7
Serica Energy Plc,High ESG Risk,31.6
Seritage Growth Properties,Medium ESG Risk,21.9
Serko Ltd.,Low ESG Risk,17.3
Serneke Group AB,High ESG Risk,32.9
"SERONICS Co., Ltd.",Medium ESG Risk,25.8
Service Corp. International,Low ESG Risk,15.6
Service Properties Trust,Low ESG Risk,14.9
Service Stream Ltd.,Medium ESG Risk,27.2
"ServiceNow, Inc.",Low ESG Risk,16.9
"ServisFirst Bancshares, Inc.",High ESG Risk,31.1
Servpro Industries LLC,Medium ESG Risk,25.4
"Servyou Software Group Co., Ltd.",Medium ESG Risk,27.9
SES AI Corp.,Medium ESG Risk,28.4
SES SA,Low ESG Risk,16.0
SES-imagotag SA,Low ESG Risk,10.5
SeSa SpA,Medium ESG Risk,20.7
Seshasayee Paper & Boards Ltd.,Medium ESG Risk,20.5
Sesoda Corp.,High ESG Risk,37.2
"Seven & i Holdings Co., Ltd.",Medium ESG Risk,23.9
Seven Bank Ltd.,Medium ESG Risk,29.4
Seven Group Holdings Ltd.,Medium ESG Risk,23.5
Seven West Media Ltd.,Low ESG Risk,15.7
Severfield Plc,Medium ESG Risk,29.3
Severn Trent Plc,Low ESG Risk,14.8
Severstal PAO,High ESG Risk,36.7
SFA Engineering Corp.,Low ESG Risk,18.4
"SFA Semicon Co., Ltd.",Medium ESG Risk,26.1
SFIL SA,Negligible ESG Risk,7.3
SFL Corp. Ltd.,Severe ESG Risk,42.0
SFP Tech Holdings Bhd.,High ESG Risk,32.0
SFS Group AG,High ESG Risk,30.5
SG Fleet Group Ltd.,Low ESG Risk,18.9
"SG Holdings Co., Ltd.",Medium ESG Risk,20.6
SG Micro Corp.,Medium ESG Risk,21.1
"SGC Energy Co., Ltd.",Medium ESG Risk,23.2
SGL Carbon SE,Medium ESG Risk,22.8
SGS SA,Low ESG Risk,18.6
SGSP (Australia) Assets Pty Ltd.,High ESG Risk,38.4
SGTP Highway Bypass LP,Low ESG Risk,13.8
"Shaanxi Aerospace Power Hi-Tech Co., Ltd.",Severe ESG Risk,45.1
"Shaanxi Coal Industry Co., Ltd.",Severe ESG Risk,51.3
"Shaanxi Construction Engineering Group Corp., Ltd.",Severe ESG Risk,48.7
"Shaanxi International Trust Co., Ltd.",High ESG Risk,37.0
"Shaanxi Provincial Natural Gas Co., Ltd.",Severe ESG Risk,41.8
"Shake Shack, Inc.",High ESG Risk,32.2
Shamal Az-Zour Al-Oula Power & Water Co. KSCP,Severe ESG Risk,51.9
ShaMaran Petroleum Corp.,Severe ESG Risk,59.9
Shan Xi Hua Yang Group New Energy Co. Ltd.,Severe ESG Risk,60.2
"Shandong Bohui Paper Industry Co., Ltd.",Medium ESG Risk,25.4
"Shandong Buchang Pharmaceuticals Co., Ltd.",High ESG Risk,39.2
Shandong Chenming Paper Holdings Ltd.,Medium ESG Risk,26.8
"Shandong Dawn Polymer Co., Ltd.",High ESG Risk,30.1
"Shandong Denghai Seeds Co., Ltd.",Severe ESG Risk,46.1
"Shandong Dongyue Organosilicon Materials Co., Ltd.",High ESG Risk,33.3
"Shandong Finance Investment Group Co., Ltd.",High ESG Risk,36.0
"Shandong Gold Mining Co., Ltd.",Severe ESG Risk,53.0
"Shandong Head Group Co., Ltd.",High ESG Risk,32.9
"Shandong Hi-speed Co., Ltd.",Low ESG Risk,15.0
Shandong Hi-Speed Holdings Group Ltd.,High ESG Risk,33.9
Shandong Hi-Speed New Energy Group Ltd.,Medium ESG Risk,25.7
"Shandong Hi-Speed Road & Bridge Group Co., Ltd.",Severe ESG Risk,43.1
"Shandong Hualu-Hengsheng Chemical Co., Ltd.",High ESG Risk,30.6
Shandong Humon Smelting Co. Ltd.,Severe ESG Risk,55.0
"Shandong Jincheng Pharmaceutical Group Co., Ltd.",High ESG Risk,36.7
"Shandong Jinjing Science & Technology Stock Co., Ltd.",High ESG Risk,37.5
"Shandong Linglong Tyre Co., Ltd.",Medium ESG Risk,22.0
"Shandong Longda Meishi Co., Ltd.",Severe ESG Risk,48.9
"Shandong Nanshan Aluminum Co., Ltd.",High ESG Risk,34.4
"Shandong Pharmaceutical Glass Co., Ltd.",Medium ESG Risk,24.2
"Shandong Publishing & Media Co., Ltd.",Low ESG Risk,15.4
"Shandong Sinobioway Biomedicine Co., Ltd.",High ESG Risk,36.3
"Shandong Sinocera Functional Material Co., Ltd.",High ESG Risk,34.4
"Shandong Sunpaper Co., Ltd.",High ESG Risk,32.5
"Shandong Weifang Rainbow Chemical Co., Ltd.",Severe ESG Risk,40.6
Shandong Weigao Group Medical Polymer Co. Ltd.,Medium ESG Risk,22.1
"Shandong Wit Dyne Health Co., Ltd.",High ESG Risk,37.6
"Shandong Xiantan Co., Ltd.",Severe ESG Risk,47.3
Shandong Xinchao Energy Corp. Ltd.,High ESG Risk,37.9
"Shandong Xinhua Pharmaceutical Co., Ltd.",High ESG Risk,37.8
"Shandong Yisheng Livestock & Poultry Breeding Co., Ltd.",Severe ESG Risk,45.1
"Shanghai Aiko Solar Energy Co., Ltd.",High ESG Risk,37.6
"Shanghai AJ Group Co., Ltd.",Medium ESG Risk,25.2
"Shanghai Anlogic Infotech Co., Ltd.",High ESG Risk,39.1
"Shanghai AtHub Co., Ltd.",Medium ESG Risk,28.3
"Shanghai Bailian Group Co., Ltd.",Medium ESG Risk,23.5
"Shanghai Bairun Investment Holding Group Co., Ltd.",High ESG Risk,35.2
"Shanghai Baosight Software Co., Ltd.",Medium ESG Risk,26.8
"Shanghai Belling Co., Ltd.",High ESG Risk,33.0
"Shanghai Bright Power Semiconductor Co., Ltd.",Severe ESG Risk,41.1
"Shanghai Chlor-Alkali Chemical Co., Ltd.",Medium ESG Risk,29.9
Shanghai Commercial Bank Ltd.,Medium ESG Risk,28.5
"Shanghai Construction Group Co., Ltd.",Severe ESG Risk,50.5
"Shanghai Daimay Automotive Interior Co., Ltd.",Medium ESG Risk,22.7
"Shanghai Dazhong Public Utilities (Group) Co., Ltd.",Severe ESG Risk,41.5
"Shanghai Electric Group Co., Ltd.",Medium ESG Risk,27.5
Shanghai Electric Group Global Investment Ltd.,Low ESG Risk,18.2
"Shanghai Electric Power Co., Ltd.",Severe ESG Risk,54.4
"Shanghai Environment Group Co., Ltd.",Medium ESG Risk,27.4
"Shanghai Flyco Electrical Appliance Co., Ltd.",Medium ESG Risk,23.3
"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",High ESG Risk,32.1
"Shanghai Friendess Electronic Technology Corp., Ltd.",Low ESG Risk,17.7
"Shanghai Fudan Microelectronics Group Co., Ltd.",Medium ESG Risk,25.1
"Shanghai Fullhan Microelectronics Co., Ltd.",Severe ESG Risk,41.6
"Shanghai Great Wisdom Co., Ltd.",High ESG Risk,31.6
"Shanghai Haixin Group Co., Ltd.",Medium ESG Risk,25.0
"Shanghai Hanbell Precise Machinery Co., Ltd.",High ESG Risk,32.4
"Shanghai Haohai Biological Technology Co., Ltd.",Medium ESG Risk,23.9
"Shanghai Highly (Group) Co., Ltd.",High ESG Risk,35.7
Shanghai Huace Navigation Technology Ltd.,High ESG Risk,38.8
Shanghai Huafon Aluminium Corp.,Severe ESG Risk,40.4
Shanghai Huayi Group Corp. Ltd.,High ESG Risk,35.9
Shanghai Industrial Holdings Ltd.,High ESG Risk,38.2
"Shanghai International Airport Co., Ltd.",Medium ESG Risk,25.6
"Shanghai International Port (Group) Co., Ltd.",Medium ESG Risk,20.4
"Shanghai Jin Jiang International Hotels Co., Ltd.",High ESG Risk,30.3
"Shanghai Jinqiao Export Processing Zone Development Co., Ltd.",Medium ESG Risk,21.0
"Shanghai Junshi Biosciences Co., Ltd.",High ESG Risk,34.7
"Shanghai Kaibao Pharmaceutical Co., Ltd.",High ESG Risk,35.8
"Shanghai Liangxin Electrical Co., Ltd.",Medium ESG Risk,27.7
Shanghai Lingang Holdings Corp. Ltd.,Medium ESG Risk,27.1
"Shanghai Lujiazui Finance & Trade Zone Development Co., Ltd.",Medium ESG Risk,22.7
"Shanghai M&G Stationery, Inc.",High ESG Risk,30.5
"Shanghai Mechanical & Electrical Industry Co., Ltd.",High ESG Risk,34.7
"Shanghai Medicilon, Inc.",Low ESG Risk,19.5
"Shanghai MicroPort Endovascular MedTech Co., Ltd.",Medium ESG Risk,29.4
"Shanghai MicroPort MedBot (Group) Co., Ltd.",Medium ESG Risk,27.9
"Shanghai New Power Automotive Technology Co., Ltd.",High ESG Risk,35.2
"Shanghai Pharmaceuticals Holding Co., Ltd.",Low ESG Risk,17.3
Shanghai PRET Composites Co. Ltd.,High ESG Risk,36.2
"Shanghai Pudong Construction Co., Ltd.",High ESG Risk,38.3
Shanghai Pudong Development Bank Co. Ltd. (United Kingdom),Medium ESG Risk,26.2
"Shanghai Pudong Development Bank Co., Ltd.",High ESG Risk,32.0
"Shanghai Putailai New Energy Technology Co., Ltd.",High ESG Risk,31.2
"Shanghai RAAS Blood Products Co., Ltd.",High ESG Risk,30.8
"Shanghai Runda Medical Technology Co., Ltd.",High ESG Risk,37.3
"Shanghai Rural Commercial Bank Co., Ltd.",Medium ESG Risk,26.8
"Shanghai Shibei Hi-Tech Co., Ltd.",Medium ESG Risk,26.8
"Shanghai Shyndec Pharmaceutical Co., Ltd.",High ESG Risk,33.5
"Shanghai Sinyang Semiconductor Materials Co., Ltd.",High ESG Risk,39.3
"Shanghai Stonehill Technology Co., Ltd.",High ESG Risk,31.4
"Shanghai Tongji Science & Technology Industrial Co., Ltd.",Severe ESG Risk,45.0
"Shanghai Tunnel Engineering Co., Ltd.",Severe ESG Risk,45.8
"Shanghai Waigaoqiao Free Trade Zone Group Co., Ltd.",Medium ESG Risk,28.1
"Shanghai Wanye Enterprises Co., Ltd.",Medium ESG Risk,24.2
"Shanghai Yaoji Technology Co., Ltd.",Low ESG Risk,12.8
"Shanghai Yuyuan Tourist Mart Group Co., Ltd.",Medium ESG Risk,24.7
"Shanghai Zhangjiang Hi-Tech Park Development Co., Ltd.",Medium ESG Risk,25.0
"Shanghai Zhenhua Heavy Industries Co., Ltd.",High ESG Risk,37.5
"Shanghai Zhonggu Logistics Co., Ltd.",Medium ESG Risk,22.1
"Shanghai Zijiang Enterprise Group Co., Ltd.",Medium ESG Risk,22.8
Shangri-La Asia Ltd.,High ESG Risk,30.8
"Shantui Construction Machinery Co., Ltd.",High ESG Risk,33.4
"Shanxi Blue Flame Holding Co., Ltd.",Severe ESG Risk,53.5
"Shanxi Coking Co., Ltd.",Severe ESG Risk,49.0
"Shanxi Coking Coal Energy Group Co., Ltd.",Severe ESG Risk,57.7
"Shanxi Lanhua Sci-Tech Venture Co., Ltd.",Severe ESG Risk,50.9
"Shanxi Lu'An Environmental Energy Development Co., Ltd.",Severe ESG Risk,59.4
"Shanxi Meijin Energy Co., Ltd.",Severe ESG Risk,50.6
"Shanxi Securities Co., Ltd.",High ESG Risk,34.1
"Shanxi Taigang Stainless Steel Co., Ltd.",Severe ESG Risk,48.8
"Shanxi Xinghuacun Fen Wine Factory Co., Ltd.",High ESG Risk,32.3
"Shanying International Holdings Co., Ltd.",High ESG Risk,31.1
Shapir Engineering & Industry Ltd.,Severe ESG Risk,41.2
Sharda Cropchem Ltd.,Severe ESG Risk,44.1
Share India Securities Ltd.,Medium ESG Risk,21.8
"Sharecare, Inc.",Medium ESG Risk,20.6
Sharjah Islamic Bank,High ESG Risk,33.9
Sharjah Sukuk Ltd.,Severe ESG Risk,42.9
Sharp Corp.,Medium ESG Risk,21.4
Sheela Foam Ltd.,High ESG Risk,33.4
Shelf Drilling Ltd.,Medium ESG Risk,24.6
Shell Plc,High ESG Risk,33.7
Shenandoah Telecommunications Co. (Virginia),High ESG Risk,30.6
"Shenergy Co., Ltd.",Severe ESG Risk,50.8
Sheng Siong Group Ltd.,Low ESG Risk,18.0
"Sheng Yu Steel Co., Ltd.",High ESG Risk,31.5
"Shengda Resources Co., Ltd.",Severe ESG Risk,47.9
"Shenghe Resources Holding Co., Ltd.",Severe ESG Risk,55.3
"Shengyi Technology Co., Ltd.",Medium ESG Risk,23.6
"Shennan Circuits Co., Ltd.",Medium ESG Risk,23.5
"Shenwan Hongyuan (International) Group Co., Ltd.",Medium ESG Risk,28.0
"Shenwan Hongyuan Group Co., Ltd.",High ESG Risk,32.4
"Shenyang Xingqi Pharmaceutical Co., Ltd.",High ESG Risk,31.9
"Shenzhen Agricultural Products Group Co., Ltd.",Severe ESG Risk,45.5
"Shenzhen Airport Co., Ltd.",Medium ESG Risk,22.1
"Shenzhen Aisidi Co., Ltd.",High ESG Risk,33.6
"Shenzhen Capchem Technology Co., Ltd.",High ESG Risk,30.9
"Shenzhen Center Power Tech. Co., Ltd.",High ESG Risk,32.2
"Shenzhen Changhong Technology Co., Ltd.",Medium ESG Risk,23.4
"Shenzhen Click Technology Co., Ltd.",Medium ESG Risk,27.0
"Shenzhen Clou Electronics Co., Ltd.",Medium ESG Risk,29.5
"Shenzhen Colibri Technologies Co., Ltd.",High ESG Risk,37.9
"Shenzhen Comix Group Co., Ltd.",Low ESG Risk,14.4
"Shenzhen Das Intellitech Co., Ltd.",Medium ESG Risk,29.5
"Shenzhen Deren Electronic Co., Ltd.",Medium ESG Risk,29.0
"Shenzhen Desay Battery Technology Co., Ltd.",High ESG Risk,31.7
"Shenzhen Dynanonic Co., Ltd.",High ESG Risk,33.2
"Shenzhen Energy Group Co., Ltd.",Severe ESG Risk,48.9
"Shenzhen Everwin Precision Technology Co., Ltd.",Medium ESG Risk,27.8
Shenzhen Expressway Corp. Ltd.,Low ESG Risk,12.2
"Shenzhen Fastprint Circuit Tech Co., Ltd.",Medium ESG Risk,24.8
Shenzhen Fortune Trend Technology Co. Ltd.,Medium ESG Risk,27.0
"Shenzhen FRD Science & Technology Co., Ltd.",Medium ESG Risk,27.2
Shenzhen Gas Corp. Ltd.,Severe ESG Risk,40.4
"Shenzhen Gongjin Electronics Co., Ltd.",Medium ESG Risk,22.3
"Shenzhen H&T Intelligent Control Co., Ltd.",Medium ESG Risk,28.6
"Shenzhen Hepalink Pharmaceutical Group Co., Ltd.",High ESG Risk,36.0
"Shenzhen Hopewind Electric Co., Ltd.",Medium ESG Risk,28.2
"Shenzhen Huaqiang Industry Co., Ltd.",High ESG Risk,31.0
"Shenzhen Infogem Technologies Co., Ltd.",Medium ESG Risk,29.8
"Shenzhen Inovance Technology Co., Ltd.",Medium ESG Risk,25.0
Shenzhen International Holdings Ltd.,Low ESG Risk,13.2
Shenzhen Investment Ltd.,Low ESG Risk,15.9
"Shenzhen Jinjia Group Co., Ltd.",Low ESG Risk,11.4
"Shenzhen Kaifa Technology Co., Ltd.",Low ESG Risk,16.8
"Shenzhen Kangtai Biological Products Co., Ltd.",High ESG Risk,30.2
"Shenzhen Kedali Industry Co., Ltd.",High ESG Risk,35.8
"Shenzhen Kingdom Sci-tech Co., Ltd.",Medium ESG Risk,27.0
"Shenzhen Kinwong Electronic Co., Ltd.",Medium ESG Risk,23.8
"Shenzhen Kstar Science & Technology Co., Ltd.",Medium ESG Risk,27.4
"Shenzhen Leaguer Co., Ltd.",Low ESG Risk,18.1
"Shenzhen Megmeet Electrical Co., Ltd.",Medium ESG Risk,25.4
"Shenzhen Microgate Technology Co., Ltd.",Medium ESG Risk,23.7
"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",Medium ESG Risk,22.6
"Shenzhen MTC Co., Ltd.",High ESG Risk,30.6
"Shenzhen Neptunus Bioengineering Co., Ltd.",Medium ESG Risk,26.2
"Shenzhen New Industries Biomedical Engineering Co., Ltd.",High ESG Risk,33.1
Shenzhen New Nanshan Holding (Group) Co. Ltd.,Medium ESG Risk,28.6
"Shenzhen Overseas Chinese Town Co., Ltd.",Medium ESG Risk,26.2
Shenzhen Pagoda Industrial (Group) Corp. Ltd.,Medium ESG Risk,25.4
Shenzhen Properties & Resources Development (Group) Co. Ltd.,Medium ESG Risk,22.1
Shenzhen S.C New Energy Technology Corp.,High ESG Risk,30.1
"Shenzhen Salubris Pharmaceuticals Co., Ltd.",High ESG Risk,38.5
"Shenzhen SDG Information Co., Ltd.",Medium ESG Risk,21.5
"Shenzhen SED Industry Co., Ltd.",Medium ESG Risk,25.9
"Shenzhen Senior Technology Material Co., Ltd.",High ESG Risk,34.5
"Shenzhen SEZ Real Estate & Properties (Group) Co., Ltd.",Medium ESG Risk,26.7
"Shenzhen Sunline Tech Co., Ltd.",Medium ESG Risk,27.2
"Shenzhen Sunlord Electronics Co., Ltd.",Medium ESG Risk,29.2
"Shenzhen Sunmoon Microelectronics Co., Ltd.",High ESG Risk,39.5
"Shenzhen Sunway Communication Co., Ltd.",Medium ESG Risk,23.9
"Shenzhen Tagen Group Co., Ltd.",Severe ESG Risk,45.9
"Shenzhen Tellus Holding Co., Ltd.",Medium ESG Risk,29.2
"Shenzhen Topband Co., Ltd.",Low ESG Risk,16.1
"Shenzhen Transsion Holding Co., Ltd.",Medium ESG Risk,21.6
"Shenzhen Woer Heat-Shrinkable Material Co., Ltd.",Medium ESG Risk,26.3
"Shenzhen WorldUnion Group, Inc.",Low ESG Risk,15.9
"Shenzhen Yan Tian Port Holdings Co., Ltd.",Low ESG Risk,18.0
"Shenzhen Yinghe Technology Co., Ltd.",High ESG Risk,38.2
"Shenzhen YSSTech Information Technology Co., Ltd.",Medium ESG Risk,26.6
"Shenzhen YUTO Packaging Technology Co., Ltd.",Medium ESG Risk,21.9
"Shenzhen Zhongjin Lingnan Nonfemet Co., Ltd.",Severe ESG Risk,56.4
Shenzhou International Group Holdings Ltd.,Low ESG Risk,16.7
"Shibaura Machine Co., Ltd.",High ESG Risk,31.0
Shibaura Mechatronics Corp.,Medium ESG Risk,22.8
Shibuya Corp.,High ESG Risk,31.1
"SHIFT, Inc.",Low ESG Risk,19.1
"Shift4 Payments, Inc.",Medium ESG Risk,28.4
Shihlin Electric & Engineering Corp.,Low ESG Risk,19.1
Shihlin Paper Corp.,Medium ESG Risk,22.9
"Shijiazhuang Changshan Beiming Technology Co., Ltd.",Medium ESG Risk,24.6
"Shijiazhuang Yiling Pharmaceutical Co., Ltd.",High ESG Risk,35.6
"Shikoku Electric Power Co., Inc.",Severe ESG Risk,51.4
Shikoku Kasei Holdings Corp.,Medium ESG Risk,29.9
Shikun & Binui Energy Ltd.,High ESG Risk,39.5
Shikun & Binui Ltd.,Severe ESG Risk,48.0
Shima Seiki Mfg. Ltd.,High ESG Risk,31.2
Shimadzu Corp.,Low ESG Risk,12.3
"SHIMAMURA Co., Ltd.",Medium ESG Risk,20.1
"Shimano, Inc.",Low ESG Risk,15.5
Shimao Group Holdings Ltd.,Medium ESG Risk,22.0
Shimao Services Holdings Ltd.,Low ESG Risk,12.1
"Shimizu Bank, Ltd.",High ESG Risk,30.1
Shimizu Corp.,High ESG Risk,36.2
"SHIMOJIMA Co., Ltd.",Medium ESG Risk,27.1
"Shin Foong Specialty & Applied Materials Co., Ltd.",Medium ESG Risk,21.8
Shin Kong Financial Holding Co. Ltd.,Medium ESG Risk,21.3
"Shin Nippon Air Technologies Co., Ltd.",Medium ESG Risk,28.7
"Shin Nippon Biomedical Laboratories, Ltd.",Low ESG Risk,18.4
"Shin Zu Shing Co., Ltd.",Medium ESG Risk,26.8
"Shin-Etsu Chemical Co., Ltd.",Medium ESG Risk,28.1
"Shin-Etsu Polymer Co., Ltd.",Medium ESG Risk,27.6
Shindengen Electric Manufacturing Co. Ltd.,Medium ESG Risk,24.4
"Shinfox Energy Co., Ltd.",High ESG Risk,31.8
"Shinghwa Advanced Material Group Co., Ltd.",High ESG Risk,31.4
"Shinhan Alpha REIT Co., Ltd.",Medium ESG Risk,24.1
Shinhan Bank,Medium ESG Risk,29.7
"Shinhan Card Co., Ltd.",Medium ESG Risk,21.1
"Shinhan Financial Group Co., Ltd.",Medium ESG Risk,23.2
"Shining Building Business Co., Ltd.",Medium ESG Risk,21.8
"Shinko Electric Industries Co., Ltd.",High ESG Risk,32.6
"Shinko Shoji Co., Ltd.",Low ESG Risk,13.5
"Shinkong Insurance Co., Ltd.",Medium ESG Risk,28.1
Shinkong Synthetic Fibers Corp.,Medium ESG Risk,26.9
"Shinkong Textile Co., Ltd.",Low ESG Risk,17.4
"ShinMaywa Industries, Ltd.",High ESG Risk,32.7
Shinnihon Corp.,High ESG Risk,36.3
"Shinpoong Pharmaceutical Co., Ltd.",High ESG Risk,35.4
"Shinsegae Co., Ltd.",Medium ESG Risk,20.4
Shinsegae International Inc.,Medium ESG Risk,20.1
"SHINSUNG E&G Co., Ltd.",Severe ESG Risk,41.6
"Shinsung Tongsang Co., Ltd.",Medium ESG Risk,20.8
"Shinwa Co., Ltd.",High ESG Risk,32.9
"Shiny Chemical Industrial Co., Ltd.",Medium ESG Risk,28.8
"Shinyoung Securities Co., Ltd.",Severe ESG Risk,40.5
"Shionogi & Co., Ltd.",Medium ESG Risk,24.4
"SHIP HEALTHCARE HOLDINGS, INC.",Medium ESG Risk,21.4
"Shiseido Co., Ltd.",Medium ESG Risk,24.0
"Shizuoka Financial Group, Inc.",Medium ESG Risk,28.6
"Shizuoka Gas Co., Ltd.",Severe ESG Risk,40.4
SHL Finance Co.,High ESG Risk,31.9
SHO-BOND Holdings Co. Ltd.,Severe ESG Risk,43.8
"Shoals Technologies Group, Inc.",Medium ESG Risk,24.5
"Shochiku Co., Ltd.",Medium ESG Risk,21.6
"Shockwave Medical, Inc.",Medium ESG Risk,25.7
"Shoe Carnival, Inc.",Low ESG Risk,19.2
Shoei Co. Ltd. (7839),Medium ESG Risk,23.1
Shoei Foods Corp.,Low ESG Risk,18.8
"Shopify, Inc.",Medium ESG Risk,21.0
Shoppers Stop Ltd.,Medium ESG Risk,21.0
Shoprite Holdings Ltd.,Medium ESG Risk,25.7
"Shore Bancshares, Inc.",High ESG Risk,30.0
Shoucheng Holdings Ltd.,Medium ESG Risk,26.5
Shougang Fushan Resources Group Ltd.,High ESG Risk,35.4
"Showa Sangyo Co., Ltd.",High ESG Risk,33.5
Shree Cement Ltd.,Medium ESG Risk,29.0
Shree Renuka Sugars Ltd.,Severe ESG Risk,41.7
Shriram Finance Ltd.,Medium ESG Risk,20.4
Shufersal Ltd.,Medium ESG Risk,24.0
Shui On Land Ltd.,Low ESG Risk,18.7
Shun Tak Holdings Ltd.,High ESG Risk,33.8
Shunfa Hengye Corp.,Medium ESG Risk,25.7
Shurgard Self Storage Ltd.,Low ESG Risk,10.8
"Shutterstock, Inc.",Medium ESG Risk,25.1
"SI-BONE, Inc.",Medium ESG Risk,27.4
SIA Engineering Co. Ltd.,Low ESG Risk,18.5
"Siam City Cement Public Co., Ltd.",Medium ESG Risk,29.7
"Siam Global House Public Co., Ltd.",Low ESG Risk,18.5
Siamgas & Petrochemicals Public Co. Ltd.,High ESG Risk,38.4
"SIASUN Robot & Automation CO., Ltd.",High ESG Risk,36.2
Sibanye Stillwater Ltd.,Medium ESG Risk,24.3
Sichuan Anning Iron & Titanium Co. Ltd.,Severe ESG Risk,41.4
"Sichuan Chuantou Energy Co., Ltd.",Medium ESG Risk,25.6
"Sichuan Development Lomon Co., Ltd.",Severe ESG Risk,48.1
Sichuan Expressway Co. Ltd.,Low ESG Risk,14.3
"Sichuan Haite High-Tech Co., Ltd.",Severe ESG Risk,44.2
"Sichuan Hebang Biotechnology Co., Ltd.",Severe ESG Risk,53.0
"Sichuan Hexie Shuangma Co., Ltd.",High ESG Risk,37.3
"Sichuan Injet Electric Co., Ltd.",Medium ESG Risk,26.8
"Sichuan Jiuzhou Electric Co., Ltd.",Medium ESG Risk,24.6
"Sichuan Kelun Pharmaceutical Co., Ltd.",High ESG Risk,38.0
"Sichuan New Energy Power Co., Ltd.",Severe ESG Risk,52.6
"Sichuan Road & Bridge Co., Ltd.",Severe ESG Risk,53.8
"Sichuan Swellfun Co., Ltd.",Medium ESG Risk,28.5
"Sichuan Teway Food Group Co., Ltd.",High ESG Risk,38.6
"Sichuan Yahua Industrial Group Co., Ltd.",High ESG Risk,37.9
SICIT Group SpA,Medium ESG Risk,23.0
Sidi Kerir Petrochemicals,Medium ESG Risk,28.0
Siegfried Holding AG,Low ESG Risk,18.2
Siemens AG,Medium ESG Risk,28.0
Siemens Energy AG,Low ESG Risk,12.5
Siemens Gamesa Renewable Energy SA,Low ESG Risk,15.4
Siemens Healthineers AG,Low ESG Risk,19.7
Siemens Ltd.,High ESG Risk,35.3
"Sienna Senior Living, Inc.",High ESG Risk,35.4
Sierra Bancorp,Medium ESG Risk,27.4
SierraCol Energy Ltd.,Low ESG Risk,19.9
"Sieyuan Electric Co., Ltd.",Medium ESG Risk,24.8
SIG Group AG,Low ESG Risk,13.9
SIG Plc,Medium ESG Risk,21.8
"SIGA Technologies, Inc.",High ESG Risk,31.6
Sigdo Koppers SA,High ESG Risk,38.3
"Sight Sciences, Inc.",High ESG Risk,30.8
Sigma Alimentos SA de CV,Medium ESG Risk,29.7
Sigma Healthcare Ltd.,Low ESG Risk,14.7
Sigma Lithium Corp.,Severe ESG Risk,49.0
"SIGMAXYZ Holdings, Inc.",Medium ESG Risk,24.9
Signa Development Selection AG,Low ESG Risk,11.4
Signa Prime Selection AG,Negligible ESG Risk,6.7
Signet Jewelers Ltd.,Low ESG Risk,14.5
Signify NV,Low ESG Risk,13.3
Sigurd Microelectronics Corp.,Severe ESG Risk,40.1
Sihuan Pharmaceutical Holdings Group Ltd.,Medium ESG Risk,28.8
SII SA,Medium ESG Risk,21.3
SIIX Corp.,Low ESG Risk,14.9
Sika AG,Low ESG Risk,18.9
"Sikarin Public Co., Ltd.",Medium ESG Risk,25.6
Silergy Corp.,Medium ESG Risk,20.2
Silex Systems Ltd.,High ESG Risk,37.9
"Silgan Holdings, Inc.",Medium ESG Risk,21.8
Silicon Integrated Systems Corp.,High ESG Risk,35.3
"Silicon Laboratories, Inc.",Low ESG Risk,17.6
"Silk Road Medical, Inc.",Medium ESG Risk,27.3
Silknet JSC,Medium ESG Risk,26.0
"SillaJen, Inc.",High ESG Risk,30.8
Siltronic AG,Low ESG Risk,16.9
Silver Lake Resources Ltd.,Severe ESG Risk,44.8
"SilverBow Resources, Inc.",Severe ESG Risk,49.7
"Silvercorp Metals, Inc.",Medium ESG Risk,25.3
"Silvercrest Asset Management Group, Inc.",High ESG Risk,36.1
"SilverCrest Metals, Inc.",Severe ESG Risk,47.9
Silverlake Axis Ltd.,Medium ESG Risk,20.2
